,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,,,,,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
1,20500,2958.985,3132.363,,,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
2,21000,2531.3192,2750.9313,277.4048,612.6024,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
3,21500,2138.329,2357.9411,,,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
4,22000,1780.0144,2034.3022,554.8097,820.656,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
5,22500,1456.3754,1733.7803,716.6292,982.4755,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
6,23000,1178.9706,1479.4925,936.2413,1236.7632,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
7,23500,947.7999,1248.3218,1213.6462,1514.1681,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
8,24000,751.3048,1063.3852,1514.1681,1826.2485,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
9,24500,612.6024,901.5657,1860.9241,2149.8875,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
10,25000,485.4585,762.8633,2230.7973,2496.6436,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
11,25500,381.4317,624.1609,2646.9045,2889.6338,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
12,26000,288.9634,531.6926,3074.5703,3294.1825,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
13,26500,,,3525.3532,3733.4068,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
14,27000,,,3999.2531,4184.1897,2021-01-1 08:00:00,2020-12-21 23:28:14,0,0,23117.07
