,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,,,,,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
1,20500,2652.4429,2845.9688,,,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
2,21000,2231.2395,2470.3009,352.9001,705.8003,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
3,21500,1866.9555,2094.633,,,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
4,22000,1525.4393,1787.2684,671.6486,944.8616,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
5,22500,1240.8424,1514.0554,865.1745,1127.0036,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
6,23000,990.3971,1263.6101,1104.2359,1400.2166,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
7,23500,785.4874,1070.0843,1400.2166,1696.1974,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
8,24000,614.7293,910.71,1730.349,2026.3298,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
9,24500,489.5066,762.7196,2106.0169,2379.2299,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
10,25000,273.213,774.1035,2493.0686,2743.5139,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
11,25500,307.3646,523.6582,2914.272,3141.9495,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
12,26000,227.6775,443.9711,3358.2431,3563.1529,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
13,26500,,,3824.982,4018.5079,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
14,27000,,,4291.7209,4462.479,2021-01-1 08:00:00,2020-12-21 23:58:14,0,0,22767.75
