,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,3810.494,3940.2631,,,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
1,20500,3362.2006,3515.5641,,,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
2,21000,2902.11,3102.6623,165.1607,448.2934,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
3,21500,2489.2081,2677.9633,,,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
4,22000,2099.9007,2300.453,,,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
5,22500,1698.7961,1958.3344,471.8878,743.2233,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
6,23000,1380.2718,1639.8101,672.4401,920.1812,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
7,23500,1144.3279,1368.4746,896.5868,1167.9223,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
8,24000,861.1952,1156.1251,1144.3279,1451.055,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
9,24500,731.4261,979.1672,1462.8522,1734.1877,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
10,25000,578.0626,814.0065,1804.9708,2076.3063,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
11,25500,448.2934,672.4401,2229.6699,2465.6138,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
12,26000,330.3215,578.0626,2595.3829,2843.124,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
13,26500,,,3031.8791,3256.0258,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
14,27000,,,3491.9697,3692.522,2021-01-1 08:00:00,2020-12-23 02:58:15,0,0,23594.39
