,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,2683.6929,2895.2703,,,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
1,20500,2271.6736,2483.2511,,,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
2,21000,1870.79,2138.0458,478.8332,734.9532,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
3,21500,1570.1274,1826.2474,634.7323,924.2594,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
4,22000,1269.4647,1547.856,857.4454,1146.9725,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
5,22500,1024.4803,1336.2786,1102.4298,1403.0925,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
6,23000,835.1741,1124.7012,1403.0925,1614.67,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
7,23500,657.0036,857.4454,1737.1622,2004.4179,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
8,24000,423.1549,690.4106,2104.6388,2383.0302,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
9,24500,,,2494.3867,2683.6929,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
10,25000,322.934,567.9184,2917.5416,3129.1191,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
11,25500,233.8488,434.2905,3340.6965,3541.1383,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
12,26000,178.1705,367.4766,3786.1227,3953.1575,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
13,26500,,,4253.8202,4365.1768,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
14,27000,,,,,2021-01-1 08:00:00,2020-12-21 12:58:12,0,0,22271.31
