,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,3667.5352,3819.861,,,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
1,20500,,,,,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
2,21000,2788.7329,2987.9281,199.1952,503.8467,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
3,21500,2378.6251,2601.255,,,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
4,22000,1980.2347,2214.582,,,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
5,22500,1628.7137,1886.4958,574.1509,820.2156,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
6,23000,1300.6275,1593.5616,738.194,1031.1281,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
7,23500,1066.2802,1370.9317,1042.8455,1265.4754,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
8,24000,843.6503,1148.3018,1277.1928,1558.4095,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
9,24500,691.3245,949.1066,1616.9964,1886.4958,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
10,25000,538.9988,949.1066,1980.2347,2238.0167,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
11,25500,421.8251,691.3245,2366.9077,2636.4071,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
12,26000,328.0862,574.1509,2812.1676,3011.3628,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
13,26500,,,3257.4275,3468.34,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
14,27000,,,3667.5352,3866.7305,2021-01-1 08:00:00,2020-12-22 15:58:14,0,0,23434.73
